zipcode,population,area (sq mi),pop_density
99630,191,6.367,29.9984294
62814,2124,70.81,29.99576331
63645,11420,380.742,29.99406422
61428,986,32.878,29.98965874
61842,2984,99.512,29.98633331
63459,4153,138.592,29.96565458
98251,4567,152.408,29.9656186
38233,2852,95.184,29.96301899
61572,1068,35.644,29.96296712
14723,1295,43.23,29.95604904
87072,660,22.035,29.95234854
69153,5769,192.627,29.94907256
72863,1582,52.825,29.94794132
13658,2357,78.706,29.94689096
63435,4219,140.9,29.94322214
42232,812,27.118,29.94321115
62567,1154,38.548,29.93670229
38621,1910,63.803,29.93589643
4922,1164,38.891,29.92980381
65661,2562,85.619,29.9232647
13786,464,15.508,29.92004127
23976,230,7.689,29.91286253
80471,23,0.769,29.90897269
22514,2603,87.04,29.90579044
14824,678,22.674,29.9020905
49848,128,4.281,29.89955618
73074,1190,39.801,29.89874626
42409,2586,86.531,29.88524344
70453,1045,34.969,29.8836112
54202,1240,41.497,29.88167819
74301,11840,396.292,29.87695941
53577,1371,45.903,29.86732893
39743,2067,69.215,29.8634689
42462,1319,44.181,29.85446233
62869,2682,89.839,29.85340442
67124,8203,274.789,29.85199553
75974,3126,104.738,29.8459012
41226,168,5.629,29.84544324
48427,2879,96.482,29.83976286
41301,6159,206.421,29.83708053
88130,18651,625.131,29.83534651
56277,3191,106.96,29.83358265
4606,1272,42.637,29.83324343
39066,4338,145.503,29.81381827
38034,2998,100.585,29.80563702
76523,18,0.604,29.8013245
39478,2201,73.856,29.80123484
29137,2539,85.207,29.79802129
72949,10177,341.602,29.79198014
70657,4315,144.859,29.78758655
49896,1749,58.73,29.78035076
62661,1213,40.734,29.77856336
27872,375,12.595,29.77371973
78861,13701,460.362,29.76136171
83025,400,13.443,29.75526296
12024,31,1.042,29.75047985
53588,4077,137.113,29.73459847
38329,3220,108.327,29.72481468
74330,2884,97.024,29.72460422
56716,9416,316.875,29.71518738
39470,13011,437.877,29.71382375
86322,11480,386.365,29.71283631
14898,1734,58.361,29.71162249
38457,808,27.196,29.71025151
56045,813,27.373,29.70080006
54759,1533,51.618,29.69894223
68002,2150,72.399,29.69654277
54761,1216,40.95,29.69474969
62531,1792,60.35,29.69345485
62992,1032,34.763,29.6867359
5355,813,27.389,29.68344956
55706,1825,61.495,29.67720953
85121,2178,73.426,29.66251736
16832,510,17.194,29.66150983
65011,2374,80.038,29.66091107
74054,844,28.459,29.65669911
25123,3535,119.199,29.65628906
13679,1853,62.484,29.65559183
38381,1640,55.304,29.65427456
39116,2538,85.595,29.65126468
15771,991,33.435,29.63959922
54748,1217,41.065,29.63594302
24580,613,20.686,29.6335686
15362,767,25.885,29.63106046
47854,849,28.654,29.62937112
5734,1306,44.083,29.6259329
56314,1258,42.464,29.6250942
76632,1778,60.034,29.61655062
65441,5194,175.41,29.61062653
27938,1505,50.834,29.6061691
23839,741,25.035,29.59856201
52356,2656,89.748,29.59397424
73460,4747,160.43,29.58922895
76534,2615,88.419,29.57509133
26691,417,14.108,29.55769776
25976,2663,90.095,29.55768911
98585,655,22.164,29.55242736
21856,1035,35.027,29.54863391
75471,1424,48.192,29.54847278
40144,1866,63.174,29.53746795
73754,1078,36.518,29.51968892
13343,1658,56.18,29.51228195
66743,4373,148.195,29.50841796
24225,1697,57.52,29.50278164
61257,1210,41.014,29.50212123
95701,983,33.325,29.49737434
4987,1030,34.923,29.49345703
74930,2155,73.074,29.49065331
47666,1447,49.069,29.4890868
54151,3556,120.629,29.47881521
39842,8357,283.519,29.47597868
5778,733,24.869,29.4744461
42464,1799,61.047,29.46909758
47926,1097,37.232,29.46390202
25630,683,23.181,29.463785
16950,3378,114.661,29.46075824
4493,1967,66.779,29.45536771
38476,1228,41.703,29.44632281
66781,1347,45.748,29.44391012
57252,4800,163.031,29.44225331
55940,2666,90.589,29.4296217
65676,472,16.039,29.4282686
43548,700,23.787,29.42783874
97443,2232,75.865,29.42068147
38477,2766,94.041,29.41270297
42210,4236,144.024,29.41176471
43333,894,30.397,29.41079712
24569,1064,36.181,29.40770017
54842,185,6.291,29.40708949
39038,6258,212.816,29.40568378
26716,706,24.011,29.4031902
75420,1076,36.6,29.3989071
72129,1409,47.964,29.37619882
36736,1207,41.101,29.36668208
29126,2267,77.206,29.36300288
64720,3843,130.881,29.36255071
42647,4086,139.181,29.3574554
29941,497,16.931,29.3544386
62916,995,33.905,29.34670403
64164,302,10.291,29.34603051
65779,2207,75.218,29.34138105
4939,1105,37.67,29.33368728
29923,392,13.364,29.33253517
17267,2810,95.811,29.32857396
66724,1065,36.315,29.32672449
41360,500,17.054,29.31863492
95937,1491,50.864,29.31346335
30218,1974,67.37,29.30087576
67063,3942,134.575,29.29221624
62217,807,27.55,29.29219601
92676,1945,66.403,29.29084529
46960,1218,41.584,29.29011158
25651,737,25.164,29.28787156
99323,3684,125.882,29.26550261
98555,599,20.468,29.26519445
51030,1737,59.397,29.24390121
12071,270,9.233,29.24293296
35984,1889,64.617,29.23379296
24589,2271,77.692,29.23080883
61051,1574,53.853,29.22771248
65759,1423,48.691,29.22511347
61442,762,26.075,29.22339406
38328,730,24.981,29.22220888
23923,2592,88.703,29.22110864
56251,987,33.777,29.22106759
52209,1074,36.758,29.21812939
36477,4946,169.28,29.21786389
74881,4509,154.395,29.20431361
38856,1788,61.227,29.20280269
89825,1228,42.052,29.20194045
54616,2601,89.089,29.19552358
5353,1072,36.719,29.19469484
54733,1340,45.905,29.19071997
25181,1853,63.492,29.18477918
62539,1358,46.532,29.18421731
83110,4307,147.581,29.18397355
74048,6092,208.749,29.18337333
95674,935,32.043,29.17953999
22747,1132,38.801,29.17450581
74454,3179,108.971,29.17289921
63852,1488,51.021,29.16446169
85546,19677,674.757,29.16160929
50516,719,24.657,29.16007625
73016,1850,63.468,29.1485473
74932,2286,78.451,29.13920791
63953,1635,56.111,29.13867156
63771,2862,98.242,29.13214308
37729,1456,49.994,29.12349482
56265,7757,266.381,29.11994474
56331,2019,69.349,29.11361375
71842,2241,76.975,29.11334849
21865,470,16.144,29.11298315
45650,435,14.944,29.10867238
79510,7982,274.277,29.10196626
17215,347,11.924,29.10097283
47522,246,8.455,29.09520993
13361,824,28.324,29.09193617
56515,2892,99.43,29.085789
28526,2489,85.583,29.08287861
76573,26,0.894,29.08277405
71474,663,22.798,29.08149838
57077,1324,45.554,29.06440708
54758,4626,159.232,29.05194936
50665,2841,97.796,29.0502679
72458,755,25.997,29.04181252
48767,2162,74.446,29.04118421
52738,3567,122.83,29.04013677
42404,2569,88.472,29.03743557
71937,2026,69.773,29.03702005
81240,4323,148.879,29.0370032
28442,1647,56.73,29.03225806
61465,1213,41.789,29.02677738
26335,1378,47.474,29.02641446
80645,3905,134.535,29.02590404
28573,2176,74.973,29.02378189
37365,1314,45.274,29.02328047
16748,2997,103.296,29.01370818
42753,743,25.616,29.00530918
83332,2361,81.4,29.004914
54725,2897,99.889,29.00219243
27928,1986,68.482,29.00032125
29125,3072,105.936,28.99864069
36346,1456,50.213,28.99647502
12495,265,9.14,28.99343545
47974,1186,40.921,28.98267393
22504,263,9.075,28.98071625
30434,5728,197.678,28.97641619
64448,1104,38.106,28.97181546
56511,1878,64.823,28.97119849
77326,69,2.382,28.96725441
49613,680,23.477,28.96451846
72107,339,11.704,28.9644566
54520,4141,142.972,28.96371317
38371,1235,42.641,28.9627354
43716,1973,68.131,28.95891738
64742,2193,75.743,28.95317059
37016,793,27.391,28.95111533
62241,1061,36.65,28.94952251
62422,1156,39.937,28.9455893
21829,527,18.213,28.93537583
48652,1548,53.507,28.9307941
38646,3073,106.225,28.9291598
26283,1734,59.964,28.91735041
71485,1804,62.393,28.91349991
56021,1038,35.909,28.90640229
13315,1419,49.1,28.90020367
25251,429,14.847,28.89472621
63862,1705,59.028,28.88459714
38625,1058,36.636,28.87869855
30411,4371,151.427,28.86539389
65040,1208,41.876,28.84707231
59217,100,3.468,28.83506344
30452,1567,54.377,28.81733086
74332,1972,68.447,28.81061259
51039,2475,85.948,28.79648159
52211,2624,91.125,28.79561043
4761,529,18.371,28.79538403
42076,1213,42.128,28.79320167
95415,1592,55.292,28.79259206
41055,1813,62.989,28.78280335
74937,5959,207.116,28.77131656
93040,2031,70.596,28.76933537
62016,3816,132.681,28.76071178
77519,1191,41.413,28.75908531
97346,883,30.717,28.74629684
52073,1414,49.194,28.74334268
72358,1690,58.812,28.73563218
12442,953,33.169,28.73164702
21864,611,21.269,28.72725563
5077,1215,42.295,28.72679986
76450,13258,461.582,28.72295713
39662,1318,45.887,28.72273193
32110,7600,264.634,28.71890989
12022,929,32.355,28.71271828
29581,4650,161.965,28.70990646
85540,2874,100.109,28.70870751
13810,1149,40.028,28.70490657
67441,1115,38.853,28.69791265
13040,2758,96.106,28.69747987
45658,2787,97.155,28.68612012
61049,585,20.401,28.67506495
61039,802,27.973,28.6705037
84328,1666,58.117,28.66631106
63834,7135,248.906,28.66543997
51249,3593,125.355,28.66259822
23920,3489,121.737,28.66014441
95638,2255,78.687,28.65784691
13136,534,18.641,28.64653184
53944,2224,77.636,28.6465042
5760,1123,39.203,28.64576691
35463,1749,61.059,28.64442588
36784,7754,270.73,28.64108152
93225,5077,177.267,28.64041249
43720,1300,45.397,28.6362535
62082,3109,108.583,28.6324747
74728,11343,396.324,28.6205226
83809,401,14.012,28.61832715
96088,4506,157.462,28.61642809
54550,685,23.938,28.61559027
75630,2588,90.446,28.61375849
72339,204,7.133,28.59946726
37680,766,26.786,28.5970283
62448,5834,204.014,28.59607674
54634,4258,148.943,28.5881176
3456,742,25.961,28.58133354
54499,3223,112.782,28.57725524
65013,3515,123.014,28.57398345
72526,154,5.39,28.57142857
50464,673,23.556,28.57021566
54964,1022,35.79,28.55546242
28423,2290,80.198,28.55432804
77623,448,15.69,28.55321861
16240,1533,53.698,28.54854929
72769,1162,40.707,28.54545901
43802,1075,37.661,28.54411726
62462,1149,40.262,28.5380756
24366,781,27.377,28.52759616
68336,557,19.529,28.5216857
95988,8857,310.541,28.52119366
39346,2241,78.589,28.51544109
35772,4908,172.174,28.50604621
63877,3931,137.929,28.50017038
76431,3384,118.739,28.49948206
40322,3328,116.776,28.49900665
50458,2097,73.609,28.48836419
63845,5814,204.112,28.48436153
37756,2810,98.653,28.4836751
18465,1340,47.054,28.47791899
93266,1587,55.728,28.47760551
63361,4525,158.912,28.47487918
63730,3430,120.469,28.47205505
64074,638,22.408,28.47197429
79323,6559,230.392,28.46887045
49874,1126,39.555,28.46669195
26519,1836,64.5,28.46511628
92222,45,1.581,28.4629981
16370,358,12.582,28.45334605
50252,243,8.542,28.44767033
65243,2806,98.667,28.43909311
72738,2419,85.081,28.43172976
47010,306,10.763,28.43073493
67335,3671,129.128,28.42915557
26285,304,10.694,28.42715541
54411,5406,190.174,28.4265988
78662,2268,79.826,28.41179566
72422,4979,175.293,28.40387237
42037,29,1.021,28.40352595
28649,993,34.974,28.39252016
63957,5440,191.603,28.39203979
51542,1011,35.622,28.38133738
66839,4007,141.24,28.3701501
55338,1123,39.598,28.36001818
23878,1118,39.428,28.35548341
56241,4166,146.935,28.35267295
38673,746,26.314,28.3499278
16941,69,2.434,28.3483977
55705,3299,116.38,28.34679498
5842,522,18.417,28.3433784
50001,680,23.992,28.34278093
61756,2337,82.457,28.34204494
29592,1197,42.238,28.33941001
21561,2627,92.701,28.33842138
98605,1225,43.23,28.33680315
47640,1089,38.431,28.33649918
38575,1172,41.363,28.33450185
71229,1662,58.668,28.32890162
37765,546,19.278,28.32244009
4435,1092,38.562,28.3180333
54539,1383,48.865,28.30246598
65632,2939,103.846,28.30152341
27935,1698,60.018,28.29151255
40387,2046,72.348,28.2799801
55975,4335,153.311,28.27585757
65624,1577,55.772,28.27583734
27946,1207,42.688,28.27492504
47224,636,22.495,28.27294954
74080,2829,100.106,28.26004435
16863,718,25.419,28.2465872
39846,2440,86.4,28.24074074
47840,1500,53.117,28.23954666
80650,1432,50.72,28.23343849
55779,3755,133.014,28.23011112
40145,908,32.168,28.22680925
61570,1879,66.577,28.22295988
31512,2248,79.671,28.21603846
1034,2021,71.637,28.21167832
29468,2107,74.707,28.20351507
62926,2263,80.251,28.19902556
21530,1591,56.426,28.1962216
80540,4461,158.286,28.18316212
59063,2058,73.03,28.18019992
48735,1051,37.298,28.17845461
28615,1876,66.617,28.16097993
53820,2532,89.939,28.15241441
52318,1033,36.711,28.13870502
23148,1827,64.932,28.13712807
40157,876,31.135,28.13553878
83716,14523,516.214,28.13368099
72537,805,28.622,28.12521836
53573,3062,108.874,28.12425372
84736,246,8.747,28.1239282
23827,1443,51.316,28.11988464
30448,81,2.881,28.11523776
43029,664,23.619,28.11295991
78145,103,3.664,28.11135371
42064,8421,299.618,28.10578804
13757,1045,37.192,28.09744031
32328,3149,112.077,28.09675491
70732,1178,41.927,28.09645336
64019,2368,84.283,28.09582003
24823,383,13.633,28.09359642
49665,4413,157.096,28.09110353
32323,217,7.725,28.09061489
62889,851,30.3,28.08580858
54454,1279,45.541,28.08458312
41332,1184,42.173,28.07483461
39337,1808,64.415,28.06799658
13788,991,35.312,28.06411418
29101,3023,107.734,28.05985111
23887,574,20.457,28.05885516
43915,1495,53.283,28.05772948
26621,757,26.994,28.04326887
26717,1170,41.73,28.03738318
54538,3137,111.891,28.03621382
72927,8701,310.349,28.03617862
27839,4001,142.72,28.03391256
40075,1323,47.198,28.03084876
29065,677,24.155,28.02732354
63960,3326,118.681,28.02470488
49688,2703,96.497,28.01123351
53522,1085,38.736,28.01011979
71941,2098,74.914,28.00544625
27974,1285,45.884,28.00540493
4786,1970,70.347,28.00403713
47469,1749,62.456,28.00371462
62098,91,3.25,28
29939,302,10.786,27.9992583
80816,5180,185.013,27.99803257
30731,2428,86.735,27.99331296
97627,780,27.869,27.98808712
52136,5967,213.207,27.98688598
26722,599,21.408,27.98019432
13682,877,31.348,27.97626643
38916,5049,180.478,27.97570895
76487,2507,89.638,27.96804926
55909,1428,51.059,27.96764527
30222,4042,144.531,27.96631864
28455,2117,75.706,27.96343751
85541,21877,782.384,27.96197264
49886,435,15.558,27.95989202
66773,866,30.974,27.9589333
94020,1559,55.763,27.9576063
78629,11887,425.37,27.9450831
76520,8413,301.226,27.92919602
25846,363,12.999,27.92522502
42050,3256,116.598,27.92500729
38642,2321,83.138,27.91743848
54871,3105,111.249,27.91036324
21841,860,30.825,27.89943228
46374,1012,36.276,27.89723233
57501,16309,584.771,27.88954993
62664,3042,109.079,27.88804444
3574,2526,90.588,27.88448801
48770,1891,67.831,27.87810883
93441,1530,54.882,27.87799278
54722,4016,144.081,27.87321021
45657,2744,98.448,27.87258248
84078,25851,927.574,27.86947456
59840,13052,468.333,27.86905898
70756,393,14.103,27.8664114
84029,9473,339.996,27.8620925
61726,2544,91.364,27.84466529
52255,1208,43.392,27.83923304
62677,2562,92.03,27.83874823
39423,2690,96.662,27.82892967
61370,1460,52.469,27.82595437
52223,1351,48.578,27.81094323
5448,1134,40.779,27.80843081
29146,1767,63.544,27.80750346
74085,2588,93.108,27.79567814
77369,1018,36.638,27.78535946
54246,708,25.482,27.78431834
52161,1505,54.172,27.78187994
62463,1294,46.578,27.781356
13493,2070,74.539,27.77069722
25093,207,7.454,27.77032466
56357,1029,37.065,27.76203966
47443,1233,44.426,27.75401792
47108,2463,88.757,27.74992395
63071,1103,39.754,27.74563566
57769,3515,126.737,27.7346
54430,135,4.869,27.72643253
98843,1817,65.545,27.72141277
70589,3283,118.436,27.71961228
44628,1067,38.494,27.7186055
87040,496,17.895,27.71723945
59741,4352,157.022,27.71586147
72938,1391,50.194,27.71247559
61490,1091,39.369,27.71215931
87548,928,33.508,27.69487883
62242,1526,55.102,27.69409459
25235,949,34.292,27.67409308
13486,815,29.451,27.67308411
31733,1580,57.1,27.67075306
32350,1417,51.21,27.67037688
95669,2443,88.323,27.65983945
71752,1052,38.039,27.65582691
28420,3886,140.513,27.65580409
52561,962,34.785,27.65559868
49927,483,17.466,27.65372724
47993,3918,141.697,27.65055012
62910,2865,103.636,27.64483384
38568,2034,73.578,27.64413276
23488,201,7.273,27.63646363
36862,6623,239.708,27.62944916
54771,4286,155.14,27.62665979
74523,6048,218.923,27.62615166
76642,7057,255.481,27.62240636
61262,1188,43.012,27.62019901
16374,1968,71.253,27.61988969
5770,1136,41.133,27.61772786
62859,5748,208.205,27.60740616
62888,2135,77.335,27.60716364
74455,3158,114.412,27.60199979
36790,139,5.036,27.60127085
56332,1407,50.979,27.59959984
31557,3043,110.289,27.5911469
62237,2659,96.383,27.58785263
39044,3872,140.357,27.58679653
4652,1690,61.284,27.57652895
54755,7502,272.055,27.57530646
54004,2317,84.026,27.57479828
27869,2258,81.896,27.57155417
64096,1171,42.474,27.56980741
43115,1321,47.935,27.55815166
45849,1219,44.235,27.55736408
29166,904,32.807,27.55509495
77984,4295,155.928,27.54476425
5820,662,24.041,27.53629217
38039,1804,65.517,27.53483829
56544,5294,192.294,27.53076019
46039,745,27.071,27.52022459
50233,1388,50.441,27.51729744
43779,971,35.296,27.51019946
52531,5976,217.285,27.50304899
31001,4816,175.144,27.49737359
87044,387,14.077,27.49165305
64644,3024,110.004,27.48990946
28421,1521,55.342,27.48364714
65259,2858,104.005,27.4794481
70532,2685,97.723,27.47561986
85356,4539,165.253,27.46697488
75571,2846,103.623,27.46494504
77625,8489,309.375,27.43919192
62890,2882,105.116,27.41732943
54456,6085,221.968,27.41386146
35072,5193,189.442,27.41208391
42565,735,26.813,27.41207623
26234,1454,53.053,27.40655571
56334,5497,200.61,27.40142565
55921,4964,181.162,27.40088981
55917,3696,134.889,27.40030692
78343,4525,165.174,27.39535278
3777,1237,45.158,27.39271004
39455,9721,354.957,27.38641582
31542,2811,102.652,27.3837821
65016,1376,50.262,27.37654689
48754,1001,36.566,27.37515725
26261,2701,98.682,27.37074644
42079,1426,52.107,27.36676454
34449,2809,102.647,27.36563173
35575,1018,37.212,27.35676663
39092,2934,107.258,27.35460292
52322,2436,89.059,27.35265386
38966,1174,42.924,27.35066629
65248,4619,168.881,27.35061967
49248,899,32.879,27.34268074
72523,1091,39.902,27.34198787
13652,1815,66.415,27.32816382
54006,743,27.189,27.32722792
42721,3982,145.717,27.32694195
23358,152,5.565,27.31356694
16685,249,9.117,27.31161566
25169,516,18.898,27.30447666
53580,564,20.666,27.29120294
24577,5239,191.989,27.28802171
21645,1039,38.085,27.28108179
4941,1751,64.184,27.28094229
76384,12991,476.315,27.27396786
55991,1490,54.652,27.26341213
50005,730,26.776,27.26322079
95461,3413,125.198,27.26081886
59875,3537,129.756,27.25885508
91917,992,36.398,27.25424474
72326,2267,83.215,27.24268461
94971,337,12.379,27.22352371
50619,2410,88.541,27.21902847
3238,75,2.756,27.21335269
45671,457,16.8,27.20238095
64077,1940,71.335,27.19562627
76530,2540,93.415,27.19049403
47833,1010,37.151,27.18634761
48635,1573,57.867,27.18302314
47531,1004,36.936,27.18215291
47581,3883,142.855,27.18140772
71406,216,7.948,27.17664821
39335,3160,116.278,27.17625002
81227,10,0.368,27.17391304
5875,454,16.708,27.17261192
38548,731,26.903,27.17169089
56479,5384,198.148,27.1716091
53936,1610,59.254,27.17116144
95257,413,15.201,27.16926518
25149,242,8.909,27.16354249
72562,2238,82.39,27.16349071
73057,2384,87.768,27.16251937
6796,1009,37.148,27.16162378
12436,417,15.353,27.16081548
74450,1948,71.725,27.15928895
24374,787,28.978,27.15853406
53923,2098,77.265,27.15330357
73095,1895,69.809,27.145497
49640,1618,59.611,27.14264146
39355,7131,262.754,27.13945363
68826,3955,145.792,27.12768876
24270,582,21.456,27.12527964
72747,152,5.604,27.12348323
98946,495,18.25,27.12328767
31006,4923,181.505,27.12321975
39840,5726,211.12,27.12201592
37057,834,30.761,27.11225253
37753,814,30.025,27.11074105
75496,3351,123.644,27.10200252
53804,1372,50.631,27.09802295
5682,1251,46.175,27.09258257
62086,1437,53.051,27.08714256
63783,132,4.876,27.07136998
71433,4367,161.369,27.06219906
88115,44,1.626,27.0602706
24076,972,35.926,27.05561432
62079,256,9.463,27.05273169
60549,643,23.771,27.04976652
27942,901,33.312,27.04731028
50171,2923,108.075,27.04603285
26039,1061,39.236,27.04149251
12986,6120,226.354,27.03729556
23937,1970,72.863,27.03704212
45678,1101,40.732,27.03034469
93622,9581,354.549,27.0230631
61067,811,30.023,27.01262366
78026,5861,216.992,27.01021236
40374,1702,63.032,27.00215763
40060,1184,43.87,26.98883064
73448,5784,214.37,26.98138732
77836,11896,441.335,26.95458099
63826,84,3.118,26.94034638
74556,422,15.665,26.93903607
61062,1983,73.621,26.93524945
68001,77,2.859,26.93249388
1379,813,30.203,26.91785584
39332,1923,71.447,26.91505592
65231,3334,123.88,26.91314175
95313,1386,51.5,26.91262136
5762,542,20.14,26.91161867
62262,1810,67.274,26.90489639
47135,1372,51.006,26.89879622
50482,774,28.78,26.89367616
23963,587,21.827,26.89329729
93602,3862,143.612,26.89190318
92363,5321,197.889,26.8888114
24925,935,34.774,26.88790476
98813,3176,118.125,26.88677249
87005,799,29.723,26.88153955
25110,599,22.285,26.87906664
42782,953,35.475,26.86398872
52041,1608,59.862,26.8617821
12928,2028,75.499,26.86128293
24598,1984,73.863,26.86053911
72560,8754,325.963,26.85580879
14729,948,35.325,26.83651805
47116,805,29.998,26.83512234
71373,7358,274.277,26.82689398
54638,1487,55.447,26.81840316
66901,6605,246.295,26.81743438
77995,9567,356.83,26.81108651
61854,1438,53.636,26.81035126
46175,597,22.275,26.8013468
72943,2646,98.733,26.7995503
29475,2874,107.243,26.79895191
96094,6630,247.4,26.79870655
72070,1813,67.656,26.79732766
14714,487,18.175,26.79504814
56013,4531,169.146,26.78750902
17774,1277,47.672,26.78721262
80498,7002,261.433,26.78315285
65486,3423,127.851,26.77335336
16872,1551,57.944,26.76722353
39464,2482,92.73,26.76587943
62339,874,32.661,26.75974404
41049,2261,84.494,26.75929652
73543,1859,69.488,26.75282063
72087,2051,76.665,26.75275549
42441,1594,59.588,26.75035242
51450,1583,59.189,26.74483434
36318,1296,48.468,26.7392919
68446,2690,100.61,26.73690488
36263,658,24.612,26.73492605
88312,2586,96.728,26.73476139
78801,21780,814.828,26.72956747
60518,3580,133.935,26.72938366
95935,631,23.611,26.72483165
12835,2603,97.409,26.72237678
61235,1391,52.054,26.72224997
54960,2800,104.789,26.72036187
14024,1688,63.178,26.71816139
38472,2656,99.444,26.70849926
42339,800,29.961,26.70137846
51051,90,3.371,26.69830911
75835,12012,450.008,26.69285879
97375,1252,46.906,26.69168123
61377,1457,54.609,26.68058379
54632,1247,46.75,26.67379679
12454,297,11.135,26.67265379
68463,1517,56.879,26.67065173
97442,2232,83.688,26.67049039
25030,414,15.524,26.66838444
70787,127,4.764,26.65827036
72685,1365,51.207,26.65651181
30669,3313,124.369,26.638471
62460,1231,46.214,26.63694984
31519,3569,133.992,26.63591856
61085,3443,129.265,26.63520675
36089,8760,328.903,26.63399239
5675,1064,39.949,26.6339583
75433,2773,104.118,26.63324305
41766,131,4.922,26.61519707
81621,5914,222.397,26.59208532
65689,4859,182.757,26.58721691
37892,2007,75.489,26.58665501
46990,801,30.13,26.5847992
72644,2268,85.333,26.57822882
65017,1549,58.282,26.57767407
48654,2521,94.858,26.57656708
68428,1375,51.751,26.56953489
63769,1389,52.286,26.5654286
56172,3164,119.121,26.56122766
3740,911,34.3,26.55976676
68361,2573,96.904,26.55205151
24350,1261,47.499,26.54792732
43843,1123,42.303,26.54658062
39451,7181,270.508,26.54634983
13681,897,33.795,26.54238793
17223,289,10.889,26.5405455
99741,470,17.717,26.52819326
12758,4042,152.396,26.52300585
72355,2768,104.376,26.5195064
97738,1941,73.192,26.51929173
61277,3355,126.544,26.51251739
99751,151,5.696,26.50983146
61912,1344,50.699,26.50939861
68034,886,33.423,26.50869162
75563,4282,161.587,26.49965653
71235,4280,161.519,26.49843053
54732,2924,110.355,26.49630737
73077,7135,269.331,26.49156614
8321,247,9.325,26.48793566
37301,1429,53.957,26.48405212
23115,146,5.513,26.4828587
93928,506,19.114,26.47274249
14804,1479,55.876,26.46932493
13124,124,4.685,26.46744931
77415,46,1.738,26.46720368
56270,1061,40.108,26.45357535
23968,837,31.648,26.44716886
66546,1012,38.267,26.44576267
56358,3256,123.133,26.44295193
54652,953,36.041,26.4421076
24520,2450,92.656,26.44189259
41093,2869,108.515,26.43874119
31642,4898,185.259,26.43866155
73750,7025,265.741,26.43551428
38046,108,4.086,26.43171806
16636,742,28.073,26.43109037
56470,10334,391.082,26.42412589
71851,2241,84.826,26.41878669
47977,2206,83.513,26.41504915
4051,1153,43.651,26.41405695
54414,3404,128.872,26.41380595
93239,1688,63.908,26.41296864
26440,1135,42.973,26.41193307
65772,2158,81.716,26.40853688
57770,5271,199.605,26.40715413
32066,7312,276.902,26.40645427
78076,12612,477.708,26.40106509
80701,16042,607.641,26.40045685
97016,6083,230.473,26.39354718
76377,802,30.395,26.38591874
39041,3404,129.028,26.3818706
53806,1831,69.418,26.37644415
31035,1364,51.72,26.37277649
85341,39,1.479,26.36916836
55946,3178,120.536,26.36556713
16749,4319,163.855,26.35867078
71825,645,24.475,26.35342186
47358,996,37.795,26.35269216
47519,513,19.483,26.33064723
29567,564,21.42,26.33053221
42256,5028,191.018,26.32212671
50669,2436,92.564,26.31692667
12474,1162,44.157,26.31519351
64859,1358,51.619,26.30814235
97492,597,22.694,26.30651273
64866,1484,56.412,26.30645962
65685,877,33.34,26.30473905
79706,19571,744.011,26.30471861
47921,1078,40.986,26.30166398
4680,1131,43.007,26.2980445
65350,1822,69.296,26.29300393
11430,184,6.999,26.28946992
5761,1000,38.043,26.28604474
71427,413,15.715,26.28062361
30456,2119,80.64,26.27728175
74764,3473,132.17,26.27676477
28624,1639,62.383,26.2731834
96716,2823,107.455,26.27146247
71667,8267,314.679,26.27121606
27814,1676,63.797,26.27082778
63821,970,36.925,26.26946513
64165,112,4.264,26.26641651
65641,1250,47.599,26.2610559
13320,2018,76.862,26.25484635
62410,985,37.53,26.24567013
48610,3083,117.475,26.24388168
47557,1432,54.573,26.24008209
62074,1087,41.46,26.21804149
76823,2945,112.328,26.21786198
37657,972,37.083,26.21147156
1339,1438,54.928,26.17972619
45746,433,16.542,26.17579495
25044,384,14.678,26.1616024
62622,49,1.873,26.16123865
40988,555,21.219,26.15580376
5845,1096,41.918,26.14628561
25654,310,11.857,26.14489331
22436,746,28.534,26.14424897
71019,8555,327.235,26.14329152
50632,1107,42.346,26.14178435
63091,1264,48.352,26.14162806
4944,42,1.607,26.1356565
53569,1155,44.193,26.1353608
55929,1209,46.268,26.13037088
65756,748,28.635,26.12187882
18357,104,3.982,26.11752888
24815,559,21.411,26.10807529
42021,1505,57.659,26.10173607
31744,3202,122.685,26.09936015
31331,7856,301.012,26.0986273
72565,999,38.283,26.09513361
23888,2275,87.192,26.09184329
48426,1022,39.179,26.08540289
54843,11487,440.384,26.08405392
24375,1611,61.777,26.07766645
87413,16792,643.928,26.07744965
79339,7230,277.262,26.07641869
53565,4765,182.869,26.05690412
16619,347,13.321,26.04909541
23845,356,13.667,26.04814517
31039,74,2.842,26.03800141
62543,540,20.741,26.03538884
83334,2060,79.127,26.03409708
55953,894,34.341,26.03302175
39150,5914,227.181,26.03210656
61319,1293,49.674,26.02971373
76664,3514,135.045,26.02095598
30810,2138,82.199,26.01004878
56085,5451,209.602,26.00643124
28435,2490,95.759,26.00277781
13158,1855,71.359,25.99531944
13693,503,19.352,25.99214551
62544,1776,68.332,25.99075104
73526,2133,82.073,25.98905852
38240,2259,86.923,25.98851857
54864,1322,50.872,25.98679038
50604,1850,71.202,25.98241622
42338,88,3.388,25.97402597
64424,4585,176.541,25.97130412
25234,1200,46.206,25.97065316
62449,3175,122.265,25.96818386
61744,2031,78.212,25.96788217
